title,Translated content,size_table
"Sundae Toilettipussi","• 100 % nailonia
• Vuori 100 % kierrätettyä polyesteriä
• Premiumlaatuinen materiaali ja viimeistely
• Kullanvärinen vetoketju ja vedin
• Irrotettava tuotelappu
• Valmistusmaa Kiina
• Tullikoodi 4202929190

Kaksi kokoa:
M - 25,5 x 7 x 14 cm, 2 litraa
L - 26 x 12 x 20,5 cm, 6 litraa",""
"Sundae Cross Body Laukku","• 100 % nailonia
• Vuori 100 % kierrätettyä polyesteriä
• Koko: 14 x 20 x 6,5 cm
• Tilavuus 2 litraa
• Premiumlaatuinen materiaali ja viimeistely
• Kullanvärinen vetoketju ja vedin
• Säädettävä hihna
• Irrotettava tuotelappu
• Valmistusmaa Kiina
• Tullikoodi 4202929890",""
"Tasty+ LeipäVeitsi","Brabantian Tasty+ leipäveitsi on Ihanteellinen leipäviipaleiden tai muiden elintarvikkeiden leikkaamiseen, joissa on kova kuori ja pehmeä sisältö.

• Pituus 33cm
• Turvallinen käyttää erikoiskahvan ansiosta
• Erityismateriaalin ansiosta veitsi pysyy terävänä pidempään
• Helppo puhdistaa ja hygieeninen materiaali - veitsen kahva on valmistettu korkealaatuisesta materiaalista
• Takuu 5 vuotta",""
"Tasty+ Yleisveitsi","Etsitkö veistä, jolla voit tehdä kaiken? Brabantian yleisveitsi on juuri tällainen. Tämä veitsi on ihanteellinen esimerkiksi hedelmien ja vihannesten kuorimiseen ja pilkkomiseen. Veitsessä on kestävä korkealaatuinen terästerä joka pysyy pitkään terävänä. 

• Monikäyttöinen yleisveitsi
• Pituus 24,8 cm
• Terän materiaali korkealaatuinen ruostumaton teräs, kahva muovi
• Ergonomisesti muotoiltu kahva
• Valmistuksessa käytetty 18 % kierrätettyjä materiaaleja
• Takuu 5 vuotta",""
"Make & Take Vesipullo 0,5 L SiiviläLlä","Nauti tai vaikka valmista haudutettua vettä matkan varrella tällä Brabantia Make & Take -vesipullolla, jossa on siivilä.
Pulloon laitetut hedelmät pysyvät sisällä nokan alla olevan älykkään siivilän ansiosta.

• Vetoisuus 0,5 litraa
• Kätevää nesteytystä – vesipullo hedelmäsiivilällä 
• Pitää kuivana – 100 % vuotamaton
• Helppo juoda – erityismuotoiltu nokka
• Suunniteltu hauduttamiseen – mukana siivilä, joka pitää hedelmät pullon sisällä
• Helppo täyttää – iso suuaukko
• Konepesun kestävä 
• Voidaan laittaa vyöhön roikkumaan
• Takuu 5 vuotta",""
"Make & Take TeräKsinen EväSrasia","Monipuolinen eväsrasia, joka on valmistettu korkealuokkaisesta ruostumattomasta teräksestä. Rasiaan mahtuu esimerkiksi neljä eväsleipää. Ilmatiivis kansi pitää sisällön tuoreena pitempään ja rasia on helppo puhdistaa käytön jälkeen käsin tai pesukoneessa.  

• Tilava –  1,1l
• Korkeus 5,8cm pituus 14,5cm leveys 20,5cm
• Materiaali ruostumaton teräs
• Pitää ruokasi tuoreena pidempään – ilmatiivis sulkija
• Pidä kuivana – 100 % vuotamaton
• Ei vuotoja – sulkeutuu tiukasti napsahtaen
• Konepesunkestävä
• Valmistettu 51% kierrätetyistä materiaaleista ja 100% kierrätettävä käytön jälkeen
• Valmistusmaa Kiina 
• Takuu 5 vuotta",""
"Make & Take Salaattikulho","1,3 litran Brabantia Make & Take -salaattikulholla salaatin ottaminen evääksi on helppoa ja hauskaa. Tässä laadukkaassa kulhossa on erillinen lokero täytteille ja säiliö salaatinkastikkeelle, joka toimii myös tulppana.

• Tilava – täydellinen koko salaateille (1,3 l)
• Pitää ruokasi tuoreena pidempään – ilmatiivis sulkija
• Pidä kuivana – 100 % vuotamaton
• Ei vuotoja – sulkeutuu tiukasti napsahtaen
• Erillinen säiliö – lokerot täytteille ja salaatinkastikkeelle
• Konepesunkestävä
• BPA-vapaa
• Takuu 5 vuotta",""
"Profile JuustohöYlä","Laadukkaista materiaaleista valmistetussa Brabantian Profile juustohöylässä on terävänä pysyvä terä sekä pinta, johon juusto ei tartu helposti.

• Materiaali ruostumaton teräs
• Konepesun kestävä
• 21 x 7,5 x 1,8 cm
• Takuu 5 vuotta",""
"Classic Viinipullonavaaja","Classic-viinipullonavaaja on nimensä mukaisesti yksi Brabantian klassikoista, joista ensimmäinen lanseerattiin jo vuonna 1985. Korkkiruuvi sopii useimpiin viinipulloihin ja leveä kädensija auttaa avaamaan viinipullon kätevästi. Korkki nousee pullosta automaattisesti, jättämättä korkinpalasia viiniin. 

• Viinipullonavaaja, jossa sinettileikkuri
• Värivaihtoehdot: Musta pahvipakkauksessa ja teräs muovisessa lahjapakkauksessa
• Mitat: 7,6 x 4,5 x 17,5 cm
• Takuu 5 vuotta",""
"Saippuaa Annosteleva Tiskiharja","Brabantian saippuaa annosteleva tiskiharja on käytännöllinen ja helppo käyttää. Tiskiharja annostelee juuri sopivan määrän saippuaa tiskatessa, päällä on annostelunappi. Varsinkin pienet käsin tiskattavat välineet on helppo tiskata pois ihan kädenkäänteessä. Kestävät polyesteriharjakset ovat tarpeeksi tehokkaat lian irtoamiseen, mutta sopivasti hellävaraiset, etteivät ne naarmuta.

• Mitat: 8,6 x 8,6 x 10,5 cm
• Pakkauksessa harja ja alusta
• Ergonomisesti muotoiltu harja
• Takuu 5 vuotta",""
"Kaasusytytin","Kestävä ja monikäyttöinen sytytin, jossa säädettävä liekin koko sekä lukitus.

• Koko: 2,4 x 3 x 23 cm
• Sytytin on helppo täyttää tavallisella sytytinkaasulla
• Sisältää aloituskaasun
• Takuu 5 vuotta",""
"Suola- & Pippurimurskain","Kätevillä murskaimilla maustat annokset tyylikkäästi ruokapöydässä.

• Toimitetaan 2 kpl:n pahvipakkauksessa
• Korkeus: 13,5 cm, halkaisija 2,8 cm
• Murskainten päällä kaiverretut P ja S -merkinnät
• Mausteet eivät sisälly pakkaukseen
• Takuu 5 vuotta",""
"Nice  Liivi","Tyylikäs liivi täydentää puvun. Liivin kokoa voi säädellä selässä olevan tampin avulla.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Viisi nappia edessä
• Kaksi etutaskua
• Selkäosa liituraitaista vuorikangasta
• Selässä säädettävä tamppi
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62113390000

Koot: XS - XL (UK 34"" - 52"" / EU 44 - 64)",""
"Naisten Cannes Tailored Fit Takki","Tyylikäs naisten takki on osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä ja jokaisen puvun valmistukseen on käytetty 15 kierrätyspulloa. Takin kangas on konepesun kestävää ja joustavaa, mikä takaa käyttömukavuuden.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Etutaskut
• Yksi nappi edessä
• Notch lapel-kaulus
• Takana keskellä helmassa halkio
• Hihassa kolme koristenappia
• Pieni sisätasku
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62043390000

Koot: UK 4"" - 26"" Regular (EU 32 - 54 Regular)",""
"Naisten Reims Tailored Fit Housut","Tyylikkäät naisten puvunhousut ovat osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä ja jokaisen puvun valmistukseen on käytetty 15 kierrätyspulloa.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Sivutaskut
• Piilotaskut takana
• Vetoketjukiinnitys
• Joustava vyötärö
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62046318900

Koot: UK 4 - 26 Regular (EU 32 - 54 Regular)",""
"Naisten Toulouse Liivi","Tyylikäs liivi viimeistelee kokonaisuuden. Liivin kokoa voi säädellä selässä olevan tampin avulla.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Viisi nappia edessä
• Kaksi etutaskua
• Selkäosa liituraitaista vuorikangasta
• Selässä säädettävä tamppi
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62114390000

Koot: XS - XXL (UK 4"" - 26"" / EU 32 - 54)",""
"Naisten Lyon Straight Hame","Hyvin istuva, suora puolihame on osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Suora malli
• Vyötärönauhassa koristeleikkaus
• Takana vetoketju- ja nappikiinnitys, varanappi mukana
• Takana helmassa halkio
• Hameessa sileä vuorikangas
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62045300900

Koot: UK 4"" - 26"" Regular (EU 32 - 54 Regular)",""
"Naisten Bordeaux Mekko","Tyylikkäässä mekossa on imarteleva koristenauhatikattu vyötärö muotolaskoksilla ja kaunis pääntie. Bordeaux-mekko on osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Kaareva pääntie
• Lyhyet hihat
• Neljä satiinista koristenauhatikkausta vyötäröllä
• Halkio takana
• Vetoketjukiinnitys selässä
• Muotolaskokset edessä
• Mekossa sileä vuorikangas
• Pesu 40°C
• Valmistusmaa Kiina
• Tullikoodi 62044300000

Koot: UK 6"" - 24"" Regular (EU 34 - 52 Regular)",""
"Naisten Lille Takki","Tyylikäs naisten takki on osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä ja jokaisen puvun valmistukseen on käytetty 15 kierrätyspulloa. Takin kangas on konepesun kestävää ja joustavaa, mikä takaa käyttömukavuuden.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Muotoiltu malli
• Etutaskut
• Yksi nappi edessä
• Notch lapel-kaulus
• Pieni sisätasku
• Pesu 40°C
• Valmistusmaa Kiina
• Tullikoodi 62043390000

Koot: UK 4"" - 24"" Regular (EU 32 - 52 Regular)",""
"Naisten Paris Slim Fit Housut","Slim Fit-malliset naisten puvunhousut ovat osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä ja jokaisen puvun valmistukseen on käytetty 15 kierrätyspulloa.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Slim Fit-malli
• Kaksi sivutaskua ja takana kaksi koristetaskua
• Pesu 40°C
• Valmistusmaa Kiina
• Tullikoodi 62046318900

Koot: UK 4 - 24 Regular (EU 32 - 52 Regular)",""
"Naisten Nantes Tailored Reisitaskuhousut","Naisten rennot reisitaskuhousut

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Kaksi sivutaskua, kaksi takataskua ja kaksi reisitaskua
• Vetoketjukiinnitys
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62046318900",""
"Naisten Libra Slim Fit Jersey Stretch Jacket","Naisten rento ja joustava jakku. 

• 67 % viskoosia 29 % polyamidia, 4 % elastaania
• Päälleommellut etutaskut
• Kaksi nappia edessä
• Suorat hihat, joissa halkio takana
• Tyylikkäät pääliompeleet
• Sivusauma takana
• Pesu 40°C
• Valmistusmaa Kiina
• Tullikoodi 61033900900

Huom: Normaalia pienempi mitoitus",""
"Belinda Jersey Mekko","Tämä mekko on paksua, napakkaa trikoota. Erittäin mukava päällä.

• 67 % viskoosia, 29 % polyamidia, 4 % elastaania
• Paino 360 g/m²
• A-mallinen muotoiltu joustava mekko
• Lyhyet hihat
• Rintalaskokset
• Vyötäröllä sauma
• Piilotettu vetoketju selässä
• Konepestävä 30°C

Koot: UK 6 - 24 (EU 34-52 Regular)",""
"Naisten Ceres Jersey Housut","• 67 % viskoosia, 29 % nailonia, 4 % elastaania
• 30 % neljään suuntaan joustavaa Bi-Stretch kangasta
• Joustava vyötärö
• Ommellut prässit vyötärölle saakka

Koot: 06R - 26R",""
"Dijon Tailored Fit Takki","Tyylikäs miesten puvuntakki, joka on osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä ja jokaisen puvun valmistukseen on käytetty 15 kierrätyspulloa. Takin kangas on konepesun kestävää ja joustavaa, mikä takaa käyttömukavuuden.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Kaksi nappia edessä
• Kaksi sivutaskua läpällä
• Rintatasku
• Takin sisällä kaksi povitaskua
• Takana sivuilla kaksi halkiota
• Pesu 40°C
• Valmistusmaa Kiina
• Tullikoodi 62033390000

Koot: UK 34"" - 56"" Regular (EU 44 - 68 Regular)",""
"Rory Slim Fit Jersey Stretch Jacket","Rento ja monikäyttöinen takki

• 67 % viskoosia 29 % polyamidia, 4 % elastaania®
• Kaksi nappia edessä
• Kaksi päälleommeltua etutaskua
• Rintatasku
• Suorat hihansuut joissa 3 nappia
• Takana sivuilla kaksi halkiota
• Pääliompeleet
• Pesu 40°C
• Valmistusmaa Kiina
• Tullikoodi 61033900900",""
"Taurus Jersey Housut","• 67 % viskoosia, 29 % nailonia, 4 % elastaania
• 30 % Bi-Stretch kangas
• Joustava vyötärö, vyölenkit
• Kaksi sivutaskua ja kaksi takataskua

Koot: 28R - 42R",""
"Monaco Tailored Fit Housut","Tyylikkäät miesten puvunhousut, jotka ovat osa Today Collectionia, jossa on hyödynnetty kierrätettyä polyesteriä ja jokaisen puvun valmistukseen on käytetty 15 kierrätyspulloa.

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Etutaskut
• Takatasku napilla
• Vetoketjusepalus, nappikiinnityksellä
• Varanappi mukana
• Vyölenkit
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62034319000

Koot: UK 28"" - 50"" Regular (EU 42 - 68 Regular)",""
"Tours Tailored Fit Reisitaskuhousut","Rennot ja tyylikkäät reisitaskuhousut. 

• 63 % kierrätyspolyesteriä, 34 % viskoosia, 3 % Lycraa®
• Paino: 335 g/m²
• Etutaskut, takataskut ja reisitaskut
• Vetoketjusepalus, nappikiinnityksellä
• D-lenkki vyötäröllä
• Vyölenkit
• Pesu 40°C
• Valmistusmaa Bangladesh
• Tullikoodi 62034319000",""
"Billund Maustemylly","Tanskalaisen CrushGrindin Billund on hauska, leikkisästi suunnittelu sarja. Maustemyllyt on tehty suomalaisesta biokomposiittimateriaalista, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitti antaa tuotteille lämpimän, luonnollisen ja maanläheisen tunnun. Lisäksi materiaalilla on alhainen hiilijalanjälki.

Billund maustemylly on ylösalaisin oleva maustemylly, joka ei jätä jäämiä pöydälle. Siinä on silikonitulppa pohjassa, mikä tekee sen täyttämisestä helpoksi millä tahansa mausteilla tai sekoituksilla, joita rakastat käyttää.

Maustemylly on varustettu CrushGrind®-yrityksen patentoimalla murskainmekanismilla, johon tarjoamme 25 vuoden takuun keraamisille osille. Maustemylly jauhaa sekä suolaa, pippuria, kuivattuja yrttejä että useimmat mausteet. 

CrushGrind toi keraamisen murskaimen markkinoille vuonna 1994 ensimmäisenä maailmassa. Heidän keraamista murskainmekanismiaan on käytetty jo yli 80 miljoonassa murskaimessa.

• Suomalainen biokomposiitti
• Korkeus 12cm
• Keraamisilla osilla 25 vuoden takuu
• Tanskalainen design, suunnittelija Sam Murley
• Pakattu siistiin lahjapakkaukseksi soveltuvaan pahvirasiaan",""
"Billund öLjy-/Viinietikkapullo 260ml","Me rakastamme hyvää makua! Sekä ruoassa että muotoilussa.

Tämä elegantti öljy-/viinietikkakannu kuuluu CrushGrindin Billund-sarjaan, jossa on hauska ja leikkisä muotoilu. Lasin väri heijastaa valoa, ja väri vaihtelee sisällön mukaan.

Pullo sopii mihin tahansa pöytään tai keittiöön ja on täydellinen suosikkiöljyllesi tai viinietikalle.

Pullo on valmistettu borosilikaattilasista ja siinä on silikoninen kaatoaukko. Silikoninen kaatoaukko on älykkäästi suunniteltu helpottamaan kaatamista ja estämään ei-toivotut tipat. Muotoilu varmistaa, että nesteet valuvat takaisin pullon sisään kaatamisen jälkeen. Borosilikaatti on kevyt ja kestävä lasilaatu jota käytetään laajasti muun muassa kemianteollisuudessa. Pullon kansi on valmistettu suomalaisesta biokomposiitista, joka koostuu puupohjaisista selluloosakuiduista sertifioiduista ja kestävästi hoidetuista metsistä. Biokomposiitilla on myös alhainen hiilijalanjälki.

• Materiaali borosilikaattilasi, silikoni ja suomalainen biokomposiitti
• Vetoisuus 260ml
• Tanskalainen design, suunnittelija Sam Murley
• Pakattu siistiin lahjapakkaukseksi soveltuvaan pahvirasiaan",""
"Billund Karahvi 1l","Rakastamme hyvää makua! Sekä ruoassa että muotoilussa.

Tämä kaunis karahvi on osa tanskalaisen CrushGrindin Billund-sarjaa, jossa on leikkisä ja hauska muotoilu.
Lasin väri heijastaa valoa ja väri vaihtelee sisällön mukaan.

Karahvi sopii mille tahansa pöydälle ja sitä voi käyttää veden, muiden nesteiden tai esimerkiksi suosikkigranolasi säilyttämiseen.

Karahvi on valmistettu borosilikaattilasista. Borosilikaatti on kevyt ja kestävä lasilaatu jota käytetään laajasti muun muassa kemianteollisuudessa. Se on kehitetty vastaamaan laboratorioissa käytettäviltä työkaluilta vaadittavia ominaisuuksia kuten kestämään suuria lämpötilan vaihteluita ja mekaanista kulutusta. 

Karahvin kansi on suomalaista biokomposiittia, joka on valmistettu puupohjaisista selluloosakuiduista sertifioiduista, kestävästi hoidetuista metsistä. Tämän lisäksi materiaalilla on pieni hiilijalanjälki. 

• Korkeus 25cm, halkaisija 9cm. Vetoisuus 1 litra
• Materiaali borosilikaattilasi ja suomalainen biokomposiitti
• Tanskalainen design, suunnittelija Sam Murley
• Pakattu siistiin lahjapakkaukseksi soveltuvaan pahvirasiaan",""
"Crater Recycled Oversize Huppari","Oversize-mallinen huppari kierrätysmateriaaleista.

• 70 % kierrätettyä puuvillaa, 30 % kierrätettyä polyesteria
• 280 g/m²
• Kengurutasku
• Resorit helmassa ja hihansuissa
• Harjattu sisäpinta
• Niskassa vain kokolappu
• Hupussa litteät nyörit

Koot: XS - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>59</td>
<td>68,5</td>
</tr>
<tr>
<td>S</td>
<td>61</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>63</td>
<td>71,5</td>
</tr>
<tr>
<td>L</td>
<td>65</td>
<td>73</td>
</tr>
<tr>
<td>XL</td>
<td>67</td>
<td>74,5</td>
</tr>
<tr>
<td>XXL</td>
<td>69</td>
<td>76</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Emendo Turvesaippua","Turvesaippua tekee ihosta pehmeän ja ylläpitää sen kosteustasapainoa. Saippua poistaa iholta epäpuhtauksia ja rasvaisuutta. Sopii kaikille ihotyypeille.

• 180 g
• Valmistusmaa Kiina
• Tullikoodi 34011100
 
INGREDIENTS:
Sodium Stearate, Sucrose, Sorbitol, Aqua, Glycerin, Porpylene Glycol, Sodium Laurate, Olea Europaea (Oilve) Fruit Oil, Sodium Lauroyl Sarcosinate, EDTA, Titanim(IV) Oxide, Peat Extract",""
"Emendo Saunatuoksut","Rasiassa saunatuoksut Salmiakki, Mäntypihka ja Sisu.
Saunatuoksut valmistetaan Suomessa aidoista 100 % eteerisistä öljyistä ja puhtaasta hautatervasta.

• 3 x 10 ml

Käyttöohje: Lisää 2-6 tippaa saunatuoksua löylykauhalliseen vettä, heitä kiukaalle ja nauti tuoksuvista saunahetkistä.",""
"Suomi Fanihuivi","Kudottu fanihuivi ja pysyt fiiliksessä mukana.

• Materiaali 100 % akryyliä
• Koko 160 x 20 cm + hapsut
• Laadukas fanituote",""
"Suomi Fanipaita","• 100 % hengittävää polyesterineulosta
• Paino: 220 g/m²
• Laadukas käsityöllä viimeistelty huipputuote
• Logot applikoitu, raidat päälliommeltu
• Merkkaus lämpösiirrolla

Koot: S/M, L/XL, XXL/3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S/M</td>
<td>62</td>
<td>77</td>
</tr>
<tr>
<td>L/XL</td>
<td>67</td>
<td>82</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Leveys tuotteen reunasta reunaan hihojen alapuolelta</p>
<p>** Pituus olkapään korkeimmasta kohdasta alareunaan</p>
<p></p>"
"Drill Paitatakki","Muodikas farkkutakin tyylinen paitatakki ympärivuotiseen käyttöön.

• 100 % pestyä puuvillaa
• Paino: 356 g/m²
• Kaksoistikkaukset
• Nappikiinnitys
• Kaksi läpällistä rintataskua
• Hihansuissa nappikiinnitys
• Pyöristetty helma
• Niskassa vain kokolappu
• Valmistusmaa Bangladesh
• Tullikoodi 62053000

Koot: XS - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
<td>Hihapituus cm***</td>
</tr>
<tr>
<td>XS</td>
<td>52</td>
<td>72</td>
<td>59,5</td>
</tr>
<tr>
<td>S</td>
<td>55</td>
<td>73</td>
<td>60,5</td>
</tr>
<tr>
<td>M</td>
<td>58</td>
<td>74</td>
<td>61,5</td>
</tr>
<tr>
<td>L</td>
<td>61</td>
<td>75</td>
<td>62,5</td>
</tr>
<tr>
<td>XL</td>
<td>64</td>
<td>76</td>
<td>63,5</td>
</tr>
<tr>
<td>XXL</td>
<td>67</td>
<td>77</td>
<td>64,5</td>
</tr>
<tr>
<td>3XL</td>
<td>70</td>
<td>78</td>
<td>65,5</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>1,5</td>
<td>1,5</td>
<td>1,5</td>
</tr>
</table>
<p>* Mitattu hihojen alapuolelta saumasta saumaan</p>
<p>** Mitattu selkäpuolelta kauluksen alareunasta tuotteen helmaan</p>
<p>*** Mitattu olkasaumasta hihansuuhun</p>"
